Title,Skill Level,Yarn Weight,Fiber Type,Yardage,Category,Hook Size,Pattern Link
Static Sweater Bulky,Intermediate,Bulky,Wool,800-2050,Crochet,L/8.0mm crochet hook,https://www.crochet.com/static-sweater-bulky/p/18817D
Stay Cozy Beanie,Intermediate,"Bulky, Aran/Heavy Worsted",,284,Crochet,US K/10.5 (6.5mm) Crochet hook,https://www.crochet.com/stay-cozy-beanie/p/58291
Stella Capelet,Intermediate,Worsted,Cotton,438-1752,,J/10 (6.0mm) Crochet hook,https://www.crochet.com/stella-capelet/p/55025D
Stella Pullover,Intermediate,"Aran/Heavy Worsted, Bulky",Cotton,1278-2698,Crochet,US K/10.5 (6.5mm) Crochet hook,https://www.crochet.com/stella-pullover/p/55110D
Stevee Cardigan,Intermediate,Sport,Wool,975-2100,,J/6.0mm crochet hook,https://www.crochet.com/stevee-cardigan/p/18061D
Stevie Bum Bag,Beginner,Worsted,Cotton,440,,F/3.75mm crochet hook,https://www.crochet.com/stevie-bum-bag/p/15919D
Stitch Your State: Warm Up America!,Intermediate,Worsted,Wool,110,"Knit, Crochet",,https://www.crochet.com/stitch-your-state-warm-up-america/p/19092D
Stormy Skies Plaid Shawl,Intermediate,DK,Alpaca,1545,,7/4.5mm crochet hook,https://www.crochet.com/stormy-skies-plaid-shawl/p/15593D
Straight to the Point Shawl,Intermediate,Fingering,Wool,1680,,D/3.25mm crochet hook,https://www.crochet.com/straight-to-the-point-shawl/p/18829D
Striped Shortbread Duster,Intermediate,Worsted,Wool,1550-3700,,I/5.5mm crochet hook,https://www.crochet.com/striped-shortbread-duster/p/17999D
Stroll In The Park Halter Top,Intermediate,Fingering,Wool,340-700,,D/3.25mm crochet hook,https://www.crochet.com/stroll-in-the-park-halter-top/p/18579D
Sugarplum Set,Intermediate,Bulky,Cotton,240-360,,J/10 (6.0mm) Crochet hook,https://www.crochet.com/sugarplum-set/p/55029D
Summer Breeze Cardi,Intermediate,DK,"Cotton, Linen",492-1968,Crochet,US 7 (4.5mm) Crochet hook,https://www.crochet.com/summer-breeze-cardi/p/56358
Summer Breeze Sweater Pattern,Intermediate,Fingering,Wool,3575-3932,,U.S. size G/6 (4 mm) crochet hook,https://www.crochet.com/summer-breeze-sweater-pattern/p/58004
Summer Days Top Pattern,Intermediate,Lace,Cotton,1442-2163,,U.S. size 7 (1.65 mm) steel crochet hook,https://www.crochet.com/summer-days-top-pattern/p/58079
Summer Stroll Vest,Intermediate,Fingering,Wool,646-1150,,H/8 5.00mm crochet hook,https://www.crochet.com/summer-stroll-vest/p/17747D
Summer Sultan Cardi,Intermediate,DK,Cotton,1050-2200,,Size G-6 (4.0mm) Crochet hook,https://www.crochet.com/summer-sultan-cardi/p/18266D
Summit Slipper Socks,Intermediate,"Worsted, Super Bulky",Wool,252,,Size H-8 (5.0mm) Crochet hook,https://www.crochet.com/summit-slipper-socks/p/58248
Sun-Kissed Cardigan,Intermediate,DK,Cotton,790-1575,,"US G/6 (4mm) US 7 (4.5mm) crochet hook, or size needed to obtain gauge",https://www.crochet.com/sun-kissed-cardigan/p/17769D
Sun Chic Tank,Intermediate,DK,Cotton,580-1183,,F/3.75mm crochet hook,https://www.crochet.com/sun-chic-tank/p/18869D
Sunburst Coasters,Intermediate,Worsted,Acrylic,1230,,H/5.0mm crochet hook,https://www.crochet.com/sunburst-coasters/p/18792D
Sundown Ruana Pattern,Intermediate,DK,Cotton,2091,,U.S. size G (4.25 mm) crochet hook,https://www.crochet.com/sundown-ruana-pattern/p/58082
Sundown Shawl,Intermediate,Fingering,Cotton,1080,,G/4.0mm crochet hook,https://www.crochet.com/sundown-shawl/p/54073D
Sunflower Backpack,Intermediate,Bulky,Acrylic,570-770,,"L/8.0mm crochet hook, K/10.5mm crochet hook",https://www.crochet.com/sunflower-backpack/p/18862D
Sunflower Bag,Intermediate,"Worsted, Bulky",Acrylic,780,,"k/6.5mm crochet hook, L/8.0mm crochet hook",https://www.crochet.com/sunflower-bag/p/18863D
Sunflower Patch Pouches,Intermediate,Worsted,Cotton,247-387,,"E/3.5mm crochet hook, G/4.00mm crochet hook",https://www.crochet.com/sunflower-patch-pouches/p/18864D
Sunny Days Tote,Intermediate,Worsted,Wool,770,,G/4.0mm crochet hook,https://www.crochet.com/sunny-days-tote/p/54057D
Sunny Hills Cowl,Intermediate,Worsted,Wool,320,,U.S. size G/7 (4.5mm) crochet hook,https://www.crochet.com/sunny-hills-cowl/p/17758D
Sunset Hills Beanie,Intermediate,Worsted,Wool,65-148,,I/5.5mm crochet hook,https://www.crochet.com/sunset-hills-beanie/p/14381D
Sunset Sweater,Intermediate,Worsted,,1308-2398,Knit,J/6.0mm crochet hook,https://www.crochet.com/sunset-sweater/p/N2007
Suzette Double Hanging Basket,Intermediate,Worsted,Cotton,656,,J/6.00mm crochet hook,https://www.crochet.com/suzette-double-hanging-basket/p/18692D
Suzette Hanging Basket,Beginner,Worsted,Cotton,370,,J/6.00mm crochet hook,https://www.crochet.com/suzette-hanging-basket/p/15538D
Suzy Flower Face Scrubbie,Beginner,Worsted,Cotton,33,,G/4.0mm crochet hook,https://www.crochet.com/suzy-flower-face-scrubbie/p/18744D
Swagger Sweater,Intermediate,Worsted,Acrylic,1500-2600,,I/5.5mm crochet hook,https://www.crochet.com/swagger-sweater/p/18781D
Sweet Baby Blanket,Intermediate,DK,Cotton,1070,,I/5.5mm crochet hook,https://www.crochet.com/sweet-baby-blanket/p/18684D
Sweet Bear Crossbody Bag,Intermediate,Worsted,Acrylic,342,,"D/3.25mm, G/4.0mm, and H/5.0mm crochet hooks",https://www.crochet.com/sweet-bear-crossbody-bag/p/12425D
Sweet Bear Phone Purse,Intermediate,Worsted,Acrylic,98,,H/5.0mm crochet hook,https://www.crochet.com/sweet-bear-phone-purse/p/18030D
Sweet Bundle Baby Bunting,Intermediate,"Aran/Heavy Worsted, Worsted",Cotton,510,Crochet,H/5.0mm crochet hook,https://www.crochet.com/sweet-bundle-baby-bunting/p/18765D
Sweet Bunny Planter,Intermediate,Worsted,Wool,201,,"G/4.0mm crochet hook, I/5.5mm crochet hook",https://www.crochet.com/sweet-bunny-planter/p/18667D
Sweet Dreams Baby Blanket,Intermediate,Worsted,Wool,1210-1980,Crochet,Size H/8 (5mm) Crochet hook,https://www.crochet.com/sweet-dreams-baby-blanket/p/55010D
Sweet Friends Blanket,Intermediate,Sport,Wool,1968,,US G/6 (4.0mm) Crochet hook,https://www.crochet.com/sweet-friends-blanket/p/56369
Sweet Pea Bonnet,Beginner,Sport,Wool,328,,F/5 (3.75mm) crochet hook,https://www.crochet.com/sweet-pea-bonnet/p/56341
Sweet Pea Booties,Beginner,Sport,Wool,328,,F/5 (3.75mm) crochet hook,https://www.crochet.com/sweet-pea-booties/p/56340
Sweetheart Pillow,Intermediate,Super Bulky,,140,,L/7.0mm crochet hook,https://www.crochet.com/sweetheart-pillow/p/18080D
Sydney Cardigan,Intermediate,DK,Alpaca,896-1792,,7 / 4.50mm,https://www.crochet.com/sydney-cardigan/p/18146D
Sydney Shawl,Intermediate,Fingering,Wool,1386,,"US 7/4.5mm Tunisian crochet hook with 24"" cable",https://www.crochet.com/sydney-shawl/p/18931D
Tapestry Tree Ornament,Intermediate,Worsted,Cotton,190,,F/3.75mm crochet hook,https://www.crochet.com/tapestry-tree-ornament/p/18881D
Tapestry Zipper Pouch,Intermediate,Worsted,Cotton,570,,Size G (4.00mm) Crochet hook,https://www.crochet.com/tapestry-zipper-pouch/p/58065
Tappan Street Placemat,Beginner,"DK, Sport",Cotton,160,,E/3.5mm crochet hook,https://www.crochet.com/tappan-street-placemat/p/18848D
Tara Pullover,Intermediate,Worsted,Wool,1063-1907,,H/5.0mm crochet hook,https://www.crochet.com/tara-pullover/p/18068D
Taran the Tarantula,Intermediate,Super Bulky,,96,,I/9 (5.5mm) crochet hook,https://www.crochet.com/taran-the-tarantula/p/17982D
Tasseled Cat Bed,Intermediate,Bulky,Wool,274,,US H/8 (5.00mm) Crochet Hook,https://www.crochet.com/tasseled-cat-bed/p/58025
Telfer Cardigan,Intermediate,Worsted,Wool,1215-2569,,J/6.0mm crochet hook,https://www.crochet.com/telfer-cardigan/p/15715D
Terrazzo Tank Top,Intermediate,DK,Cotton,120-405,Crochet,H/5.0mm crochet hook,https://www.crochet.com/terrazzo-tank-top/p/18454D
Teton Crochet Basket,Intermediate,Worsted,Cotton,40-135,,I/5.5mm crochet hook,https://www.crochet.com/teton-crochet-basket/p/18801D
Teton Turtleneck,Intermediate,Bulky,Alpaca,852-1420,,L/11 (8 mm) Crochet hook,https://www.crochet.com/teton-turtleneck/p/55052D
Texture Swirl Coasters,Beginner,Worsted,Cotton,220,,G/4.0mm crochet hook,https://www.crochet.com/texture-swirl-coasters/p/18796D
Textured Lemon Peel Washcloth,Intermediate,Worsted,Cotton,240,Crochet,G/4.0mm crochet hook,https://www.crochet.com/textured-lemon-peel-washcloth/p/16013D
The Bluebird Shawl,Intermediate,Worsted,Cotton,300,,I/5.5mm crochet hook,https://www.crochet.com/the-bluebird-shawl/p/18084D
The Bobble Christmas Tree Stocking,Intermediate,"Aran/Heavy Worsted, Worsted",Cotton,380,Crochet,G/4.0mm and I/5.5mm crochet hooks,https://www.crochet.com/the-bobble-christmas-tree-stocking/p/15700D
The Darling  Blanket,Intermediate,Worsted,Wool,1540,,US J/10 (6.00mm) only used for chain US I/9 (5.5mm).,https://www.crochet.com/the-darling-blanket/p/51374D
The Little Sheep,Intermediate,"Sport, DK",Wool,120,Crochet,C/2.75mm crochet hook,https://www.crochet.com/the-little-sheep/p/16014D
The Mini Ice Cream Cone,Intermediate,"Sport, DK",Wool,80,,C/2.75mm crochet hook,https://www.crochet.com/the-mini-ice-cream-cone/p/15923D
The Mountain Pillow,Intermediate,Worsted,Acrylic,1308,,J/6.0mm crochet hook,https://www.crochet.com/the-mountain-pillow/p/18051D
The Pineapple Robe,Intermediate,Worsted,Cotton,1710-2280,,I/5.5mm crochet hook,https://www.crochet.com/the-pineapple-robe/p/18885D
The Ridge Pumpkin,Intermediate,Worsted,Wool,110,,J/6.0mm crochet hook,https://www.crochet.com/the-ridge-pumpkin/p/18052D
The Silvern,Intermediate,Fingering,Cotton,600-8340,Crochet,H/5.0mm crochet hook,https://www.crochet.com/the-silvern/p/18333D
The Versatile Shawl,Intermediate,Fingering,Wool,1500,,G/4mm Tunisian crochet hook,https://www.crochet.com/the-versatile-shawl/p/18198D
The Violet Cowl,Beginner,Bulky,Wool,250,,J/6.00mm crochet hook,https://www.crochet.com/the-violet-cowl/p/15600D
The Weekender Bag,Intermediate,Worsted,Wool,770-1100,,G/4.0mm crochet hook,https://www.crochet.com/the-weekender-bag/p/18886D
The White Lion,Intermediate,Sport,Wool,36,,C/2.75mm crochet hook,https://www.crochet.com/the-white-lion/p/18856D
The Willow Blanket,Intermediate,Bulky,Wool,1320,,N/10.0mm crochet hook,https://www.crochet.com/the-willow-blanket/p/18182D
The Winnie Blanket,Intermediate,Worsted,Acrylic,2818,,H/5.0mm crochet hook,https://www.crochet.com/the-winnie-blanket/p/18430D
The Zoe Hat,Intermediate,Fingering,Wool,181-534,,E/3.5mm and F/3.75mm crochet hooks,https://www.crochet.com/the-zoe-hat/p/15761D
Thorofare Throw,Intermediate,DK,Alpaca,4305,,G/4.0mm crochet hook,https://www.crochet.com/thorofare-throw/p/18033D
Three Bears Tote Bag,Intermediate,"DK, Lace",,15-123,Crochet,2.0mm and E/3.5mm crochet hooks,https://www.crochet.com/three-bears-tote-bag/p/N16094D
Three Wishes Cowl Necklace,Intermediate,"Bulky, Worsted",Wool,110,,Sizes J/10 (6.0mm) & L/11 (8.0mm) Crochet hook,https://www.crochet.com/three-wishes-cowl-necklace/p/58146
Thuriel Stole,Intermediate,Super Bulky,,480,,13 M/N (9.0mm) crochet hook,https://www.crochet.com/thuriel-stole/p/18011D
Tickled Pink Slippers,Intermediate,"Bulky, Super Bulky",Acrylic,207,,7.0mm crochet hook,https://www.crochet.com/tickled-pink-slippers/p/55078
Tidepool Basket Set,Intermediate,Worsted,Cotton,450-880,,G/6 (4.0-4.25mm) crochet hook,https://www.crochet.com/tidepool-basket-set/p/56361
Tiger Sweater,Intermediate,DK,Wool,2091-3567,,G/4.0mm crochet hook,https://www.crochet.com/tiger-sweater/p/18776D
Times Square Cardigan,Intermediate,Worsted,Wool,1980-2772,,Size G/6 (4.00mm) Crochet Hook,https://www.crochet.com/times-square-cardigan/p/58103
Time to Bloom Blanket,Intermediate,Sport,Wool,2400,Crochet,G/4.0mm crochet hook,https://www.crochet.com/time-to-bloom-blanket/p/16015D
Tiny Cute Pumpkin,Intermediate,Worsted,Cotton,8,,D/3.0mm crochet hook,https://www.crochet.com/tiny-cute-pumpkin/p/18901D
Tiny Garland Christmas Tree,Intermediate,Fingering,Cotton,304,,2.5mm crochet hook,https://www.crochet.com/tiny-garland-christmas-tree/p/11532D
Tobago Sun Dress,Intermediate,Worsted,Cotton,770-1530,,H/5.0mm crochet hook,https://www.crochet.com/tobago-sun-dress/p/18053D
Toscana Tote Bag,Intermediate,Worsted,Acrylic,450,,I/5.5mm crochet hook,https://www.crochet.com/toscana-tote-bag/p/18857D
Totally Wild Pumpkin Pillows,Intermediate,"Super Bulky, Bulky",Wool,330-660,,L/8.0mm crochet hook,https://www.crochet.com/totally-wild-pumpkin-pillows/p/15051D
Toy Soldier Stocking,Intermediate,Worsted,Wool,330,,Size 7 (4.5mm) Crochet hook,https://www.crochet.com/toy-soldier-stocking/p/54086D
Trailing Vines,Intermediate,Lace,Cotton,590,,D/3.25mm crochet hook,https://www.crochet.com/trailing-vines/p/18627D
Train Car Tote,Intermediate,Worsted,,218-872,Crochet,US H/8 (5mm) Crochet hook,https://www.crochet.com/train-car-tote/p/58287
Tranquil Tunisian Pullover,Intermediate,Worsted,,1684-2952,Crochet,"US K/10.5 (6.5mm) double ended Crochet hook,",https://www.crochet.com/tranquil-tunisian-pullover/p/55140D
Traveling Bobbles Blanket,Intermediate,Bulky,Acrylic,2448,,L / 8.0mm crochet hook,https://www.crochet.com/traveling-bobbles-blanket/p/54013D
Traveling Vines Mitts Pattern,Intermediate,Fingering,Wool,462,,U.S. C/2 (2.75 mm) crochet hook,https://www.crochet.com/traveling-vines-mitts-pattern/p/58075
Tree of Love Heirloom Crochet Afghan,Intermediate,Worsted,Acrylic,3052,,J/6.0mm crochet hook,https://www.crochet.com/tree-of-love-heirloom-crochet-afghan/p/11720D
Trendy Kids Fur Vest,Intermediate,Super Bulky,,107-284,,N/10mm crochet hook,https://www.crochet.com/trendy-kids-fur-vest/p/18679D
Trenta Hood,Intermediate,Worsted,Wool,411,,US Size K (6.5mm),https://www.crochet.com/trenta-hood/p/17754D
Trentino Pillow,Intermediate,Worsted,Wool,832,,H/5.0mm crochet hook,https://www.crochet.com/trentino-pillow/p/18689D
Triana Shawl,Intermediate,Fingering,Wool,792,,Size G/6 (4.0mm) Crochet hook,https://www.crochet.com/triana-shawl/p/58144
Trio of Textured Cushions,Intermediate,Worsted,Cotton,872,,US K/10.5 (6.5mm) & US L/11 (8mm) Crochet Hook,https://www.crochet.com/trio-of-textured-cushions/p/58010
Triplanta Window Basket,Intermediate,Bulky,Acrylic,360,,"G/4.0mm crochet hook, J/6.0mm crochet hook",https://www.crochet.com/triplanta-window-basket/p/18669D
Truly Plaidly Deeply Infinity Scarf,Intermediate,Worsted,Wool,770,,J/6.00mm crochet hook,https://www.crochet.com/truly-plaidly-deeply-infinity-scarf/p/18622D
Tuff Granny Throw,Intermediate,Super Bulky,Wool,616,,Size Q (15mm): crochet hook,https://www.crochet.com/tuff-granny-throw/p/55785
Tuff Puff Vest,Intermediate,Super Bulky,Wool,440-528,,15.0mm crochet hook,https://www.crochet.com/tuff-puff-vest/p/18555D
Tulip Tank,Intermediate,Sport,Wool,355-810,,H/5.0mm crochet hook,https://www.crochet.com/tulip-tank/p/18858D
Tunisian Gingham Stocking,Intermediate,Worsted,Cotton,760,,Size 9mm Tunisian Crochet hook with a 4” cord,https://www.crochet.com/tunisian-gingham-stocking/p/54085D
Tunisian Monstera Blanket and Pillow,Intermediate,Worsted,Wool,3630,,"7mm Tunisian crochet hook with 16"" cable for pillow, 60"" cable for blanket",https://www.crochet.com/tunisian-monstera-blanket-and-pillow/p/58069
Tunisian Ribbed Pillow,Intermediate,Super Bulky,Wool,500,,12.0mm Tunisian crochet hook,https://www.crochet.com/tunisian-ribbed-pillow/p/18702D
Tunisian Ruffle Tank,Intermediate,Fingering,,512-1097,Crochet,K/6.5mm Tunisian crochet hook,https://www.crochet.com/tunisian-ruffle-tank/p/N16095D
Twilight Top Pattern,Intermediate,Fingering,Cotton,1080-1440,,U.S. J/10 (6 mm) double-ended crochet hook,https://www.crochet.com/twilight-top-pattern/p/58081
Twinkling Trees Throw Pillow,Intermediate,Worsted,,530,Crochet,J/6.0mm crochet hook,https://www.crochet.com/twinkling-trees-throw-pillow/p/N2314
Two-Color Cable Cowl,Intermediate,"Worsted, Aran/Heavy Worsted",Alpaca,984-1722,,US I/9 (5.5mm) Crochet Hook,https://www.crochet.com/two-color-cable-cowl/p/58034
Urban Garden Throw,Intermediate,Worsted,Acrylic,3052,,US I/9 (5.5 mm) Crochet Hook,https://www.crochet.com/urban-garden-throw/p/58030
V-Stitch Color Block Wrap,Beginner,Worsted,Acrylic,1526,,H/5.0mm crochet hook,https://www.crochet.com/v-stitch-color-block-wrap/p/18902D
Valle Crucis Cardigan,Intermediate,Bulky,Cotton,400-1200,,10mm crochet hook,https://www.crochet.com/valle-crucis-cardigan/p/18010D
Vanilla Latte Super Scarf,Intermediate,Worsted,Wool,660,,Size I/9 (5.5mm) Crochet hook,https://www.crochet.com/vanilla-latte-super-scarf/p/58151
Ventanitas Top,Intermediate,Sport,Wool,650-1275,,7/4.5mm crochet hook,https://www.crochet.com/ventanitas-top/p/15717D
Verdanta Throw Pillow,Intermediate,Bulky,Acrylic,485,,7.0mm crochet hook,https://www.crochet.com/verdanta-throw-pillow/p/15916D
Verdura Bag Pattern,Beginner,Worsted,Cotton,570,,U.S. E/4 (3.5 mm) crochet hook,https://www.crochet.com/verdura-bag-pattern/p/58076
Vienna Convertible Shrug,Intermediate,"Lace, Fingering",Silk,2657-5977,,H/5.0mm crochet hook,https://www.crochet.com/vienna-convertible-shrug/p/18062D
Vigo Beanie,Intermediate,Worsted,,95-200,Crochet,H/5.0mm crochet hook,https://www.crochet.com/vigo-beanie/p/N2319
Violet Filet Crochet Blanket,Intermediate,Worsted,Wool,1394,,H/5.0mm and J/6.0mm crocket hooks,https://www.crochet.com/violet-filet-crochet-blanket/p/15765D
Vlare Socks,Intermediate,Worsted,Wool,170-315,,H/5.0mm crochet hook,https://www.crochet.com/vlare-socks/p/15583D
Waffle Stitch Afghan,Beginner,Super Bulky,Acrylic,592,Crochet,"Circular knitting needle size 11 (8 mm),",https://www.crochet.com/waffle-stitch-afghan/p/N3744
Wanda the Wordsmith,Intermediate,Worsted,Acrylic,250,,E/3.5mm crochet hook,https://www.crochet.com/wanda-the-wordsmith/p/18099D
Wandering Willow,Intermediate,Super Bulky,,525,,L/8.0mm crochet hook,https://www.crochet.com/wandering-willow/p/15732D
Wanna Build a Snowman,Intermediate,Worsted,Wool,209,,"G/4.0mm, I/5.5mm, J/6mm, K/6.5mm crochet hook",https://www.crochet.com/wanna-build-a-snowman/p/18047D
Washtenaw Avenue Coaster,Beginner,"DK, Sport",Cotton,22,,E/3.5mm crochet hook,https://www.crochet.com/washtenaw-avenue-coaster/p/12608D
Washtenaw Avenue Placemat,Beginner,"Sport, DK",Cotton,210,,E/3.5mm crochet hook,https://www.crochet.com/washtenaw-avenue-placemat/p/18849D
Washtenaw Avenue Rug,Beginner,Worsted,Cotton,1140,,G/4.0mm crochet hook,https://www.crochet.com/washtenaw-avenue-rug/p/12609D
Watermelon Sunburst Blanket,Intermediate,Worsted,Acrylic,3488,,H/5.0mm crochet hook,https://www.crochet.com/watermelon-sunburst-blanket/p/54054D
Wavecrest Wall Hanging,Beginner,Worsted,Cotton,142,Crochet,7/4.5mm crochet hook,https://www.crochet.com/wavecrest-wall-hanging/p/18745D
Weekend Bucket Hat,Beginner,DK,Cotton,215,,D/3.25mm crochet hook,https://www.crochet.com/weekend-bucket-hat/p/18828D
Welsh Braided Cowl,Intermediate,Worsted,Acrylic,350-650,,J/6.0mm crochet hook,https://www.crochet.com/welsh-braided-cowl/p/15734D
Wetherby Cardigan,Intermediate,Worsted,Acrylic,875-2780,,"H/5.0mm crochet hook, I/5.5mm crochet hook",https://www.crochet.com/wetherby-cardigan/p/15581D
Whale,Intermediate,"Sport, Worsted, Bulky",Acrylic,100-136,,"E/3.5mm for small, F/3.75mm for medium, G/4.25mm for large",https://www.crochet.com/whale/p/13633D
Whale Beret,Intermediate,Worsted,Wool,136,,"G/4.0mm, J/6.00mm crochet hook",https://www.crochet.com/whale-beret/p/18024D
Whale Planter,Intermediate,Worsted,Acrylic,360,,J/6.00mm crochet hook,https://www.crochet.com/whale-planter/p/18743D
Wheat Vest,Intermediate,Worsted,Wool,1210-3410,Crochet,US G/6 (4.00mm) Crochet hook,https://www.crochet.com/wheat-vest/p/58299
Whimsical Cardigan Dress,Intermediate,"Aran/Heavy Worsted, Worsted",Alpaca,1476-2460,,H/5.0mm crochet hook,https://www.crochet.com/whimsical-cardigan-dress/p/18567D
Whisper Cardigan,Intermediate,"Fingering, Lace",Wool,1560-26320,Crochet,"G/4.0mm crochet hook, H/5.0mm crochet hook",https://www.crochet.com/whisper-cardigan/p/18462D
Wild Child Blanket,Intermediate,Worsted,Acrylic,218-1744,,Size H (5.0mm) Crochet hook,https://www.crochet.com/wild-child-blanket/p/55009D
Wildflower Beanie,Intermediate,Fingering,Wool,400,,"E/3.5mm, G/4mm crochet hooks",https://www.crochet.com/wildflower-beanie/p/18117D
Wildflower Dress,Intermediate,Sport,Wool,420-1465,,7/4.5mm crochet hook,https://www.crochet.com/wildflower-dress/p/15722D
Wildflower Meadow Throw,Intermediate,Worsted,Acrylic,2398,,I /5.5 mm crochet hook,https://www.crochet.com/wildflower-meadow-throw/p/54055D
Wildflowers Baby Blanket,Intermediate,Fingering,Wool,1848-2310,,US G/6 (4.00mm) Crochet Hook & US F/5 (3.75mm) for last 2 rounds of edging,https://www.crochet.com/wildflowers-baby-blanket/p/58021
Willow Pullover,Intermediate,Worsted,Wool,650-1150,,"7/4.5mm crochet hook, H/5.0mm crochet hook, I/5.5mm crochet hook",https://www.crochet.com/willow-pullover/p/18865D
Willow Pullover: Kid Version,Intermediate,Worsted,Wool,275-600,,"H/5.0mm crochet hook, I/5.5mm crochet hook",https://www.crochet.com/willow-pullover-kid-version/p/18866D
