Title,Skill Level,Yarn Brand,Yarn Name,Yarn Weight,Hook Size,Stitches,Color,Category,Pattern Link
Chunky Crochet Ear Warmer Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,"5.5 mm (I-9) , 6 mm (J-10)","Half Double Crochet , Herringbone Half Double Crochet",Orange,Orange,https://easycrochet.com/chunky-crochet-ear-warmer-pattern/
Crochet Twist Headband Pattern,2. Easy,Lion Brand,,Weight 5 - Bulky,6 mm (J-10),"Half Double Crochet , Single Crochet",White,White,https://easycrochet.com/crochet-twist-headband-pattern/
7 Free Crochet Hat Patterns Using Chunky Yarn,,,,,,,,,
Crochet Velvet Headband Pattern,2. Easy,"Bernat , Yarnspirations",,Weight 5 - Bulky,5.5 mm (I-9),"Half Double Crochet , Single Crochet",Neutral,Crochet Ear Warmers & Headbands,https://easycrochet.com/crochet-velvet-headband-pattern/
Easy V-Stitch Crochet Blanket Pattern,2. Easy,Lion Brand,,Weight 5 - Bulky,6.5 mm (K-10.5),Double Crochet,"Blue , Gray",Blue,https://easycrochet.com/easy-v-stitch-crochet-blanket-pattern/
Milo Crochet Market Bag Free Pattern,3. Intermediate,Lion Brand,Rewind,Weight 5 - Bulky,6.5 mm (K-10.5),"Double Crochet , Single Crochet",Purple,Purple,https://easycrochet.com/milo-crochet-market-bag/
Alissa Easy Crochet Blanket Pattern (7+ Blanket Sizes),2. Easy,Red Heart,Soft Essentials,Weight 5 - Bulky,6 mm (J-10),"Double Crochet , Single Crochet",Neutral,Neutral,https://easycrochet.com/alissa-easy-crochet-throw/
Crochet Plant Holder Pattern: Teacher Gift,2. Easy,Bernat,Maker Home Dec,Weight 5 - Bulky,5 mm (H-8),"Half Double Crochet , Single Crochet",Green,Green,https://easycrochet.com/crochet-plant-holder/
Crochet Clutch Purse Pattern,3. Intermediate,Bernat,Maker Home Dec,Weight 5 - Bulky,6 mm (J-10),Single Crochet,Green,Green,https://easycrochet.com/beach-glass-clutch/
Free & Easy Crochet Headband Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),Single Crochet,Neutral,Neutral,https://easycrochet.com/cozy-crochet-headband-pattern/
Elise Free Crochet Beanie Pattern,3. Intermediate,Lion Brand,Wool-Ease Tonal,Weight 5 - Bulky,9 mm (M/N-13),"Half Double Crochet , Single Crochet",Gray,Gray,https://easycrochet.com/elise-crochet-hat-pattern/
Mini Crochet Basket Pattern,2. Easy,,,Weight 5 - Bulky,6 mm (J-10),"Half Double Crochet , Single Crochet",,Crochet Baskets The free version of this pattern comes with limited support. These links should give you the help you need. How to Read a Pattern Understanding Abbreviations Stitch Tutorials Pattern FAQs,https://easycrochet.com/mini-basket-crochet-pattern/
Free Knotted Headband Crochet Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),Half Double Crochet,"Gray , Neutral , White , Yellow",Gray,https://easycrochet.com/knotted-headband-crochet-pattern/
Textured Cowl – Crochet Pattern,3. Intermediate,Lion Brand,Woolspun,Weight 5 - Bulky,8 mm (L-11),,Purple,Crochet Scarves,https://easycrochet.com/textured-cowl-crochet-pattern/
Wrapped Crochet Headband Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),"Half Double Crochet , Single Crochet",Green,Green,https://easycrochet.com/wrapped-headband-crochet-pattern/
Cabled Ear Warmer Crochet Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6.5 mm (K-10.5),Double Crochet,Orange,Orange,https://easycrochet.com/cabled-ear-warmer-crochet-pattern/
"Fantastic Fall Scarf, a Free Crochet Pattern",1. Basic,Loops and Threads,Charisma,Weight 5 - Bulky,9 mm (M/N-13),"Half Double Crochet , Single Crochet",Neutral,Neutral,https://easycrochet.com/fantastic-fall-scarf-free-crochet-pattern/
Button Scarf Crochet Pattern,2. Easy,Loops and Threads,Charisma,Weight 5 - Bulky,9 mm (M/N-13),"Double Crochet , Single Crochet","Neutral , White",Neutral,https://easycrochet.com/the-victoria-button-crochet-scarf-pattern/
Easy Crochet Cable Stitch Cowl,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,9 mm (M/N-13),Double Crochet,Pink,Pink,https://easycrochet.com/cabled-chunky-crochet-cowl/
Cozy and Quick Double Crochet Beanie Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),"Double Crochet , Single Crochet","Blue , Yellow",Blue,https://easycrochet.com/womens-crochet-circle-button-hat/
Crochet Scrap Scarf Pattern,1. Basic,Lion Brand,Woolspun,Weight 5 - Bulky,,,,Crochet Scarves The free version of this pattern comes with limited support. These links should give you the help you need. How to Read a Pattern Understanding Abbreviations Stitch Tutorials Pattern FAQs,https://easycrochet.com/crochet-scrap-scarf/
Coffee Cup or Mug Cozy Crochet Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),Half Double Crochet,,Crochet Home DÃ©cor,https://easycrochet.com/crochet-coffee-cup-sleeve-cozy/
Mix it Up Crochet Scarf Pattern,1. Basic,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),Half Double Crochet,,Crochet Infinity Scarves,https://easycrochet.com/mix-it-up-crochet-scarf-pattern/
Small Circle Crochet Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6.5 mm (K-10.5),Double Crochet,,Appliques,https://easycrochet.com/small-circle-crochet-pattern/
Dog Crochet Bow Tie Pattern,2. Easy,Loops and Threads,Charisma,Weight 5 - Bulky,9 mm (M/N-13),Single Crochet,Yellow,Yellow,https://easycrochet.com/easy-yarn-crochet-bow-ties-pattern/
Andi Crochet Infinity Scarf Pattern,2. Easy,Lion Brand,Woolspun,Weight 5 - Bulky,6 mm (J-10),Double Crochet,Gray,Gray,https://easycrochet.com/the-andi-double-length-crochet-cowl/
Pittsburgh Crochet Throw Blanket,1. Basic,Loops and Threads,Charisma,Weight 5 - Bulky,9 mm (M/N-13),Half Double Crochet,Yellow,Yellow,https://easycrochet.com/pittsburgh-crochet-throw-blanket/
Shade Of Grey Hat,1. Basic,We Are Knitters,,Weight 6 - Super Bulky,,Moss / Linen,Gray,"Crochet Hats This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/shade-of-grey-hat/
Cozy Corner Blanket,2. Easy,Hobbii,,Weight 6 - Super Bulky,15 mm (P/Q),Tunisian Simple Stitch,"Brown , Neutral , Pink , Purple , Red",Crochet Blankets,https://easycrochet.com/partner/cozy-corner-blanket/
Primrose Crochet Baby Blanket,3. Intermediate,Bernat,Blanket Yarn,Weight 6 - Super Bulky,6.5 mm (K-10.5),"Double Crochet , Single Crochet",Neutral,Neutral,https://easycrochet.com/primrose-crochet-baby-blanket/
Chunky V Necklace,1. Basic,,,Weight 6 - Super Bulky,10 mm (N/P-15),Single Crochet,Yellow,"Crochet Jewelry This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/chunky-v-necklace/
Free Hedgehog Amigurumi,3. Intermediate,,,Weight 6 - Super Bulky,"5 mm (H-8) , 6 mm (J-10)","Single Crochet , Slip Stitch","Black , Brown , Neutral","Amigurumi This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/free-hedgehog-amigurumi/
Amigurumi Sea Turtle,2. Easy,"Bernat , Hobbii","Baby Blanket , Blanket Yarn",Weight 6 - Super Bulky,10 mm (N/P-15),"Double Crochet , Single Crochet , Single Crochet Two Together , Slip Stitch","Green , Neutral",Green,https://easycrochet.com/partner/amigurumi-sea-turtle/
Easy Crochet Shell Stitch Baby Blanket,2. Easy,Paintbox Yarn,Simply Super Chunky,Weight 6 - Super Bulky,10 mm (N/P-15),"Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/easy-crochet-shell-stitch-baby-blanket/
Easy Evergreen Ombre Crochet Throw,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),Double Crochet,Green,Green,https://easycrochet.com/partner/easy-evergreen-ombre-crochet-throw/
Oat Bran Beanie,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),"Double Crochet , Double Crochet Increase , Half Double Crochet , Half Double Crochet Back Loop , Single Crochet , Slip Stitch","Neutral , White",Neutral,https://easycrochet.com/partner/oat-bran-beanie/
Sophina Throw,1. Basic,,,Weight 6 - Super Bulky,15 mm (P/Q),"Tunisian Purl Stitch , Tunisian Simple Stitch",Neutral,"Crochet Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/sophina-throw/
Twisted Lines Chunky Baby Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,10 mm (N/P-15),Double Crochet,"Blue , Green , Variegated",Blue,https://easycrochet.com/partner/twisted-lines-chunky-baby-blanket/
Triple Berry Throw Pattern,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,,Single Crochet,"Blue , Gray , Red",Crochet Blankets,https://easycrochet.com/partner/triple-berry-throw-pattern/
Knit-Like Crochet Scarf,,,,Weight 6 - Super Bulky,10 mm (N/P-15),"Half Double Crochet , Half Double Crochet Back Loop",Gray,"Crochet Scarves This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/knit-like-crochet-scarf/
Trinity Blanket Crochet Pattern,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,,,"Gray , Pink , White","Crochet Baby Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/trinity-blanket-crochet-pattern/
Chunky Tweed Striped Throw Blanket,2. Easy,Premier Yarns,,Weight 6 - Super Bulky,,"Double Crochet , Single Crochet , Triple Crochet",Neutral,"Crochet Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/chunky-tweed-striped-throw-blanket/
Pink Grey Puff Chunky Scarf Crochet Pattern,2. Easy,Lion Brand,Hometown USA,Weight 6 - Super Bulky,9 mm (M/N-13),,"Gray , Pink",Crochet Scarves,https://easycrochet.com/partner/pink-grey-puff-chunky-scarf-crochet-pattern/
Twisted Star Ear Warmer,2. Easy,Lion Brand,Hometown USA,Weight 6 - Super Bulky,9 mm (M/N-13),,Gray,Crochet Ear Warmers & Headbands,https://easycrochet.com/partner/twisted-star-ear-warmer/
The Honeycomb Throw,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,12 mm,"Tunisian Purl Stitch , Tunisian Simple Stitch",Blue,Blue,https://easycrochet.com/partner/the-honeycomb-throw/
Chunky Crochet Blanket,2. Easy,Lion Brand,,Weight 6 - Super Bulky,15 mm (P/Q),"Double Crochet , Single Crochet",Pink,Crochet Blankets,https://easycrochet.com/partner/chunky-crochet-blanket/
Green & Gray Striped Baby Blanket,2. Easy,Bernat,Baby Blanket,Weight 6 - Super Bulky,9 mm (M/N-13),,"Gray , Green",Crochet Baby Blankets,https://easycrochet.com/partner/green-gray-striped-baby-blanket/
Misty Green Chunky Lap Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),,Green,Crochet Blankets,https://easycrochet.com/partner/misty-green-chunky-lap-blanket/
Chunky Lilac Fade Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),"Double Crochet , Single Crochet , Triple Crochet",Purple,Purple,https://easycrochet.com/partner/chunky-lilac-fade-blanket/
Herringbone Moss Headband,3. Intermediate,Lion Brand,Hue + Me,Weight 6 - Super Bulky,9 mm (M/N-13),Herringbone Half Double Crochet,,Crochet Ear Warmers & Headbands,https://easycrochet.com/partner/herringbone-moss-headband/
Blue Clouds Baby Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),"Double Crochet , Single Crochet","Blue , White",Blue,https://easycrochet.com/partner/blue-clouds-baby-blanket/
Pink Clouds Baby Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),"Half Double Crochet , Triple Crochet","Pink , White",Pink,https://easycrochet.com/partner/pink-clouds-baby-blanket/
Easy Crochet Laptop Cover,1. Basic,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),Single Crochet,Blue,Blue,https://easycrochet.com/partner/easy-crochet-laptop-cover/
Rainbow Teardrop Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),Double Crochet,,Crochet Blankets,https://easycrochet.com/partner/rainbow-teardrop-blanket/
Ocean Stripes Baby Blanket,1. Basic,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),"Double Crochet , Single Crochet Back Loop","Blue , Variegated",Blue,https://easycrochet.com/partner/ocean-stripes-baby-blanket/
Pink Bubbles Baby Blanket Pattern,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),Shell Stitch,Pink,Pink,https://easycrochet.com/partner/pink-bubbles-baby-blanket-pattern/
Chunky Crochet Cowl,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),Double Crochet,Gray,Gray,https://easycrochet.com/partner/chunky-crochet-cowl/
Woodland Crochet Capelet Pattern,3. Intermediate,,,Weight 6 - Super Bulky,10 mm (N/P-15),"Double Crochet , Single Crochet",Pink,"Crochet Clothing This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/woodland-crochet-capelet-pattern/
Chunky Crochet Pillow,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),"Double Crochet , Single Crochet",White,White,https://easycrochet.com/partner/chunky-crochet-pillow/
Fast and Easy Speckled Chunky Yarn Blanket,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,7 mm,Double Crochet,Variegated,Variegated,https://easycrochet.com/partner/fast-and-easy-speckled-chunky-yarn-blanket/
Chunky Crochet Scarf,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),"Half Double Crochet , Half Double Crochet Back Loop",White,White,https://easycrochet.com/partner/chunky-crochet-scarf/
Axolotl Crochet Pillow,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,9 mm (M/N-13),Single Crochet,"Pink , White",Pink,https://easycrochet.com/partner/axolotl-crochet-pillow/
Cozy Square Crochet Plush Pillow,2. Easy,"Bernat , Yarnspirations",Blanket Yarn,Weight 6 - Super Bulky,,Single Crochet,Pink,Crochet Pillows,https://easycrochet.com/partner/cozy-square-crochet-plush-pillow/
Plush Crochet Tablet Cover,2. Easy,,,Weight 6 - Super Bulky,,Single Crochet,Blue,"Crochet Bags & Purses This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/plush-crochet-tablet-cover/
Snuggly Crochet Baby Blanket with Moss Stitch,2. Easy,,,Weight 6 - Super Bulky,7 mm,"Moss / Linen , Single Crochet",Green,"Crochet Baby Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/snuggly-crochet-baby-blanket-with-moss-stitch/
Quick & Easy Crochet Cat Mat,2. Easy,Bernat,Blanket Yarn,Weight 6 - Super Bulky,10 mm (N/P-15),"Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/partner/quick-easy-crochet-cat-mat/
Half Double Crochet Decrease (Half Double Crochet Two Together),2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),Half Double Crochet Two Together,Neutral,Neutral,https://easycrochet.com/how-to-half-double-crochet-two-stitches-together/
How to Crochet a Blanket for Beginners (Free Pattern),2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,10 mm (N/P-15),"Half Double Crochet , Half Double Crochet Back Loop , Single Crochet , Slip Stitch , Slip Stitch Back Loop",Neutral,Neutral,https://easycrochet.com/crochet-blanket/
The Emily Chunky Crochet Blanket Pattern,3. Intermediate,Big Twist,Big Twist Natural Blend,Weight 6 - Super Bulky,9 mm (M/N-13),Single Crochet,"Blue , Neutral , Pink , Yellow",Blue,https://easycrochet.com/emily-chunky-crochet-blanket-pattern/
Single Stitch Baby Blanket Crochet Pattern,1. Basic,"Bernat , Yarnspirations","Baby Blanket , Blanket Yarn",Weight 6 - Super Bulky,9 mm (M/N-13),Single Crochet,Pink,Pink,https://easycrochet.com/single-stitch-baby-blanket/
The Charlie Easy Crochet Infinity Scarf,1. Basic,Loops and Threads,Cozy Wool,Weight 6 - Super Bulky,9 mm (M/N-13),Double Crochet,Gray,Gray,https://easycrochet.com/the-charlie-crochet-infinity-scarf/
Faux Fur Yarn Crochet Blanket Pattern for Dogs,1. Basic,Lion Brand,Go for Faux,Weight 6 - Super Bulky,9 mm (M/N-13),Single Crochet,"Neutral , White",Neutral,https://easycrochet.com/faux-fur-yarn-crochet-blanket-pattern-for-dogs/
9 Free Bernat Blanket Yarn Crochet Blanket Patterns,,,,,,,,,
Adjustable Keyhole Crochet Scarf Free Pattern,3. Intermediate,Lion Brand,Hometown USA,Weight 6 - Super Bulky,9 mm (M/N-13),Single Crochet,Neutral,Neutral,https://easycrochet.com/adjustable-crochet-scarf-pattern/
Chunky Double Crochet Blanket Pattern,1. Basic,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,9 mm (M/N-13),Double Crochet,Neutral,Neutral,https://easycrochet.com/easy-free-double-crochet-blanket-pattern/
Crochet Scarf Pattern for Beginners,1. Basic,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,9 mm (M/N-13),Single Crochet,"Neutral , White",Neutral,https://easycrochet.com/crochet-scarf-for-beginners/
Crochet Blanket Square Pattern,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,9 mm (M/N-13),Double Crochet,Red,Red,https://easycrochet.com/crochet-blanket-square-pattern/
Crochet Bobble Pillow Cover Pattern,2. Easy,Lion Brand,Wool-Ease Thick and Quick,Weight 6 - Super Bulky,9 mm (M/N-13),"Bobble , Single Crochet",Neutral,Neutral,https://easycrochet.com/crochet-bobble-pillow-cover-pattern/
